id,agent名,TEKO链接,体验链接,主导部门,涉及部门,项目经理,项目成员,综合评分,评委建议,特点,技术方案,部门/个人,类别,特色简介,业务价值,有价值评论,缺少字段,是否已评论
1279,CasePilot自动化测试,https://teko.woa.com/event/ai-agent/1279,CasePilot体验说明,WXG-企业微信应用部,,flyfeihuang,"dangyyan, donglinchen, lalisazhao, linkejin, luciouslu, pennypan, tousjin, ubinwei, jayjayli, linkyhuang, guanlunfang, sabinachen, mandyzhong, jackiehe",,,,,,,,,,,否
1280,技术风险大脑Agent,https://teko.woa.com/event/ai-agent/1280,https://iwiki.woa.com/p/4016418157,CDG-支付基础平台与金融应用线-支付平台研发部,,silonli,"pauluszhou, yanciliu, allenxqli",,,,,,,,,,,否
1282,AI智能化运营,https://teko.woa.com/event/ai-agent/1282,https://iwiki.woa.com/p/4016178069,CDG-可持续社会价值事业部-技术生态部,,wayrakiwei,"carlwhhuang, henrywwang, xiaoyuuyang, windlin, yikazhu",,,,,,,,,,,否
1284,自动化预测智能体,https://teko.woa.com/event/ai-agent/1284,http://auto-forecast.devcloud.woa.com,S2-财经IT管理部,S2-财经IT管理部,fabinliu,"hikowu, shizhao, sunnyylyang, ethanxwang, strangeli",90,"1、技术先进，集成了预测算法
2、完成度，缺乏指导书和实际案例分析",,http://auto-forecast.devcloud.woa.com/,,,,,,,否
1285,多代码平台AI CR,https://teko.woa.com/event/ai-agent/1285,多代码平台AI CR：破解多项目协作代码审查困局的智能引擎,CDG-可持续社会价值事业部-技术生态部,,henrywwang,"windlin, jefferwang, yikazhu, nichozhang",,,,,,,,,,,否
1286,AI 埋点自动化测试,https://teko.woa.com/event/ai-agent/1286,https://datong.woa.com/#/d/autoTest/case/pool?appId=z5EToxWw&menuN=AutoTest&tableType=1,PCG-PCG技术与内容平台-大数据平台部,,orfeocheng,"answerzhong, boristan, bryantmai, harlowli, kenwaychen, leonkyao, naikunwang, palinchen, v_bocbchen, zhenxichen",,,,,,,,,,,否
1288,Launch Canvas,https://teko.woa.com/event/ai-agent/1288,http://9.134.116.63:8000/,IEG-IEG Global-GaaS Tech Group,,lynntzhou,"xinxccheng, fennieyang, kiddwang, mengxingxu, mjalowiec, ninghanghu",,,,,,,,,,,否
1292,设计转前端代码提效工具,https://teko.woa.com/event/ai-agent/1292,test-d2c.woa.com,S2-财经IT管理部,S2-财经IT管理部,williamliao,"weizhang, pengswang, bensonlee, hnuwang, jqchang",,,,,,,,,,,否
1294,电商监管合规小助手,https://teko.woa.com/event/ai-agent/1294,电商监管合规小助手体验地址,S1-市场经营合规部,,alekzhu,"abbeyhuang, alinabai, bigheng, billxqli, carolpzhang, chunleitan, dietzfang, fermiliu, jeorgechen, olinaqiu, teeniedong, vinwen, webberzhong",,,,,,,,,,,否
1296,TXSQL智能诊断Agent,https://teko.woa.com/event/ai-agent/1296,https://mydbops-test.woa.com/next/instance/a9da354f-b6e9-11ef-8c34-08c0eb2cb60d?ClusterId=451&ClusterType=multiplenode_prod&tab=diagnostic,TEG-数据库研发部,,stanleewang,"belletang, jansenhu, lowenawang, paxonwang, yuxianjiang, sophiacai",,,,,,,,,,,否
1298,微信广告开发者AI服务助手,https://teko.woa.com/event/ai-agent/1298,,CDG-广告营销服务线-微信广告部,,zeliayang,"louiselv, adenzhang, banyadai, corkyliu, johnqyang, lunaazhang, zeliayang",,,,,,,,,,体验链接,否
1299,AI快看,https://teko.woa.com/event/ai-agent/1299,https://qbflow.html5.qq.com/qb-test/h5/ai-news-share/index.html?guideContent=%5B%223003093362935277957%22%2C%223984878077380841861%22%2C%225759296375039164805%22%2C%224417223687154708869%22%2C%224156014895616620933%22%2C%227587757821244230021%22%5D,CSIG-信息平台与服务线-搜索及内容产品中心,CSIG-信息平台与服务线-应用技术部,jaceyxue,"sendohchi, yanghaozhou, haozhexing, hughzhu, talbotniu, gengkaiyu, howieyhuang, peirongyan, alieyu, yannizhang, tofuxbchen, alexyqhuang, zivjqxiao, kaiminghu, youzhengtao, allsochen, shahmei, victorsong, taurusyu, hassonlin, stevetychen, weihangwu, zorozhou, hattiehe, kroszhu, nicholasxie, piersonzhou, reubenlei, ivanqu, cathyfyliu, sevenhtang, jellezjli, lucyji, tianyusong, liuyuehuang, catthyxu, iannjin, josiejychen, kayeqliu, maryyyli, meekbai, sisiguo, kiritoyang, evonehuang, qiqizeng, gamehuang, rooneysong",,,,,,,,,,,否
1300,审计报告智能体,https://teko.woa.com/event/ai-agent/1300,https://faudit.woa.com/audit,S2-财经IT管理部,,hikowu,"sunnyylyang, shizhao, tinarhuang, yuandongzhu, albanchen, lorcanzhang, kyleleeli, pengfeining, allanyu, henderyhuo, charlieyfli",,,,,,,,,,,否
1302,AI4Test,https://teko.woa.com/event/ai-agent/1302,https://git.woa.com/cj-test/AI4Test,S2-财经IT管理部,,ronniewang,[],,,,,,,,,,,否
1303,视频号自动生产CGI测试用例,https://teko.woa.com/event/ai-agent/1303,视频号自动生产CGI测试用例,WXG-视频产品部,WXG-技术架构部,bigheadzhou,"tommytang, bokzhou, clarkyao, rainylei, biteryli, amyzhuang, frankxia, apache, kairrylin, summerxie, guangyaoxu, kevinxhxu, kevintzqiu, mercijin, v_wdzeng",,,,,,,,,,,否
1305,QQ群聊消息AI总结,https://teko.woa.com/event/ai-agent/1305,QQ群聊AI总结体验方式说明,PCG-社交平台与应用线-AI应用产品中心,"CSIG-元宝产品部,PCG-社交平台与应用线-社交平台产品部",zhanyixiao,"adacyang, alanpfhu, andrewychen, annayalin, aritaqin, asulewang, birdhua, colinjiang, dflyfang, dorajwang, eddyhe, eleenali, farisfeng, foxezhu, garycao, harperxu, hongyuewang, hwzhzhang, jameszhou, janetpwang, jasonbwwu, jeannewoo, jerkoffliu, jianjzheng, jimzang, junweidai, kailisun, kenaiyu, kevinlong, lairdchen, liqiangliu, louiechen, magilu, mambaxie, markcsjiang, mingweiding, neilzrzhang, nitezhang, pigeonliu, quintqi, rachelsong, rachelyyu, raymonddeng, raymrshen, riojdai, rogersxiao, rovenzhang, shassha, shirlyzhao, siminyin, sivinli, summercheng, superxiao, taekhamxue, teasqlin, trentinchen, walli, wenzeyang, yohanwu, yominyan, youbinghe, yuchiyao, yukixxwang, zenxu, zhiweisu, zhongbeitan, zorazwang, zhanyixiao",,,,,,,,,,,否
1306,AI辅助DB性能调优,https://teko.woa.com/event/ai-agent/1306,https://zhiyan.woa.com/operate/19106/task/#/task/result/38922,S2-财经IT管理部,,kevincai,derekxiang,,,,,,,,,,,否
1307,AI叮当旅行管家Agent,https://teko.woa.com/event/ai-agent/1307,,CSIG-地图产品部,"CSIG-地图平台部,CSIG-CSIG质量部",louispeng,"kentezeng, kevinxu, finali, jiayinzhang, peishizhang, edenytjiang, millieli, pippoli, cicelycheng, kentgao, xunxunwang, bondma, cokeywei, jeffrren, kingjwwang, kunwkwang, lionzzhou, alanxwshen, torresyang, timothydeng, xueqiyang, willhao, abqiu, dcdong, jizhehu, mengyichen, frenchren, weikzhu, cheukyinye, codeyin, cszhenzhang, ellaahe, haohaochen, jeffreychen, jeffriechen, jobimzhou, julianwu, rachellpqiu, yunshanwang, hongshengwu, diyingli, junzhilu, cherrytu, gretyang, wulinsong, lindawlwang, wanqiucai, yuxuanjin, yanfeiwang, clintyang",,,,,,,,,,体验链接,否
1309,客成通,https://teko.woa.com/event/ai-agent/1309,https://work.weixin.qq.com/wework_admin/common/openBotProfile/2446466385a95842e1a66f6fe6c1963b49,CSIG-安全产品三部,CSIG-安全产品三部,juliajhzhu,"timothyhu, gannonwang, paipppeng, xiaohangyu, allenwwwang, v_wyxwu",20,"1、成熟度不足，企微bot能力，回答问题不精准后缺乏调优手段
2、主要技术：企微bot+腾讯文档+iwiki",企微bot,,,,,,,,否
1312,腾讯公益数据需求智能助手,https://teko.woa.com/event/ai-agent/1312,,CDG-可持续社会价值事业部-公益平台部,,wangyangyu,"masonhyli, ekkoychen, dorislan, lianawu",,,,,,,,,,体验链接,否
1313,Midas问题异常分析,https://teko.woa.com/event/ai-agent/1313,https://hunyuanaide.taiji.woa.com/web/match_tryModel?id=19905,TEG-计费平台部,,zekizheng,,40,缺乏使用指导，不知道怎么用,,,,,,,,项目成员,否
1314,qt4s测试代码智能生成,https://teko.woa.com/event/ai-agent/1314,,TEG-计费平台部,,congzeng,,,,,,,,,,,"体验链接, 项目成员",否
1316,AMS Data Agent,https://teko.woa.com/event/ai-agent/1316,https://data-ams.testsite.woa.com/security/,CDG-广告营销服务线-商业数据部,CDG-广告营销服务线-商业数据部,kidlv,"yannisyang, monkeychai, yanfeizhao, ethanytzhou, miyoliu, jiapengdu, peiyunnie, hanruiliu, lynnzlli, spritesun, yanuofu, sunnyyyyang, steveywwu, jennyfeng",,,,,,,,,,,否
1320,数据中心事件AI转单及诊断,https://teko.woa.com/event/ai-agent/1320,https://dcops.woa.com/operateManage/basOperateManage/eventDetails?Id=20251013028090&selfId=E202510130571,TEG-IDC平台部,,keketan,"solwang, kimiluo, johnsenwang, alongeruan, kerwinzlin, philyuliu, henleyxiao, jiaqiliang",,,,,,,,,,,否
1324,腾讯文档AI救命文档智能体,https://teko.woa.com/event/ai-agent/1324,https://docs.qq.com/ai/view/taifeng,PCG-社交平台与应用线-社交协作产品部,,melodizhang,"xiaosun, ponnyma, stevenyzliu, leoricxu, lookchen, tensorchen, johnnydai",,,,,,,,,,,否
1327,Midas商城内容生成助手,https://teko.woa.com/event/ai-agent/1327,,TEG-计费平台部,,justinchen,"natelin, tankouyang, juicejiang, cowliu, chengpzhang, ironmin, graceyqgao, yihandong, lisahuiwang, lorneli, zoelin, lufywang",,,,,,,,,,体验链接,否
1329,活动运营风险检测,https://teko.woa.com/event/ai-agent/1329,,S2-风险管理和内部控制,,shaoyouwang,"irisyhliao, joyceyi, bovineniu, derrickdai, haoxiang",,,,,,,,,,体验链接,否
1331,起名专家,https://teko.woa.com/event/ai-agent/1331,,CSIG-政企客户成功中心,,xiaochenfan,"cathypiao, chuihuang",,,,,,,,,,体验链接,否
1332,云API AI助手,https://teko.woa.com/event/ai-agent/1332,,CSIG-云产品一部,CSIG-云产品四部,frankiefu,"loganmao, joewliu",,,,,,,,,,体验链接,否
1333,网络建设智能助手,https://teko.woa.com/event/ai-agent/1333,https://iwiki.woa.com/p/4016428231,TEG-网络平台部,,xinhaichen,"lallaluo, lewenyu, liangzaiwei, hgt, fuwang, ankerchen, eliozhang, jagerzhang",,,,,,,,,,,否
1335,IT运维智能服务台,https://teko.woa.com/event/ai-agent/1335,,CSIG-智慧出行事业部,,adrianltli,"xueyuanzong, easonqiu, congkunzhu, cedricfu, judyni, irisxxzhao",,,,,,,,,,体验链接,否
1336,123,https://teko.woa.com/event/ai-agent/1336,,IEG-效能产品部,,kareyzhou,,,,,,,,,,,"体验链接, 项目成员",否
1337,千万级3D资产库AI搜索方案,https://teko.woa.com/event/ai-agent/1337,,IEG-效能产品部,,codchen,"chengge, qsliu, jingxiangli, anguszhang, vanliao, cinnywu, jinmianye, yilingzhang, tobyzhzhang",,,,,,,,,,体验链接,否
1338,智能检查服务-你的资产治理助手,https://teko.woa.com/event/ai-agent/1338,,PCG-PCG技术与内容平台-工程效能平台部,,rhinoliu,,,,,,,,,,,"体验链接, 项目成员",否
1339,AI埋点设计,https://teko.woa.com/event/ai-agent/1339,,PCG-PCG技术与内容平台-大数据平台部,"PCG-PCG技术与内容平台-大数据平台部,PCG-在线视频BU-在线视频数据科学部",rachelning,"tristacchen, answerzhong, bryantmai, harlowli, luyuanzhang, kenwaychen, hunterkong, naikunwang, orfeocheng, harryyfhu, boristan, zhenxichen, palinchen, higgsli",,,,,,,,,,体验链接,否
1341,扣叮慧读,https://teko.woa.com/event/ai-agent/1341,,IEG-用户平台部,,shuozhishen,"maskzhang, ronweihao, toludou, allange, pavelyang, toviyyahxu, billybliu, corallsliu, alickwang",,,,,,,,,,体验链接,否
1342,元梦活动助手,https://teko.woa.com/event/ai-agent/1342,,"TEG-研发管理部,IEG-天美工作室群-天美T1工作室",,haifangwang,"rickiewang, murrayli, jarvisli, matrixguo",,,,,,,,,,体验链接,否
1343,美观度评测助手,https://teko.woa.com/event/ai-agent/1343,,TEG-计费平台部,,yuccakuang,,,,,,,,,,,"体验链接, 项目成员",否
1345,公益项目进展分析报告生成智能体,https://teko.woa.com/event/ai-agent/1345,,CDG-可持续社会价值事业部-公益平台部,,jayefeng,"masonhyli, lianawu, dorislan, chaisxiao, wangyangyu",,,,,,,,,,体验链接,否
1346,midas经营分析问答助手,https://teko.woa.com/event/ai-agent/1346,,TEG-计费平台部,,justinchen,,,,,,,,,,,"体验链接, 项目成员",否
1349,生产风险AI定位,https://teko.woa.com/event/ai-agent/1349,,CDG-支付基础平台与金融应用线-平台产品技术部,,alinaqzhang,,,,,,,,,,,"体验链接, 项目成员",否
1352,GhostUnit,https://teko.woa.com/event/ai-agent/1352,,CSIG-CSIG质量部,,andrewjiang,,,,,,,,,,,"体验链接, 项目成员",否
1355,资金中台运营小助手-证账实智能,https://teko.woa.com/event/ai-agent/1355,,CDG-支付基础平台与金融应用线-平台产品技术部,,arnoldcheng,,,,,,,,,,,"体验链接, 项目成员",否
1362,基于多Agent协同的安全分析,https://teko.woa.com/event/ai-agent/1362,,CDG-支付基础平台与金融应用线-平台产品技术部,,ericyhe,,,,,,,,,,,"体验链接, 项目成员",否
1364,代码覆盖率MCP,https://teko.woa.com/event/ai-agent/1364,,CSIG-CSIG质量部,,andrewjiang,,,,,,,,,,,"体验链接, 项目成员",否
1365,DBA永不眠,https://teko.woa.com/event/ai-agent/1365,,CDG-支付基础平台与金融应用线-平台产品技术部,,williamlai,,,,,,,,,,,"体验链接, 项目成员",否
1369,跨境业务研发智能运维,https://teko.woa.com/event/ai-agent/1369,,CDG-支付基础平台与金融应用线-跨境支付业务部,,leoyhwei,,,,,,,,,,,"体验链接, 项目成员",否
1371,MRR专家访谈AI助手-小玄,https://teko.woa.com/event/ai-agent/1371,,"CDG-战略发展部,TEG-企业IT部",,carenli,,,,,,,,,,,"体验链接, 项目成员",否
1374,游戏版号助手,https://teko.woa.com/event/ai-agent/1374,,S1-IEG公共事务部,,samuelsrhe,,,,,,,,,,,"体验链接, 项目成员",否
1375,跨境商户智能助手,https://teko.woa.com/event/ai-agent/1375,,CDG-支付基础平台与金融应用线-跨境支付业务部,,callawang,,,,,,,,,,,"体验链接, 项目成员",否
1380,C++转Java批跑AI自动化,https://teko.woa.com/event/ai-agent/1380,,CDG-支付基础平台与金融应用线-跨境支付业务部,,luyungyu,,,,,,,,,,,"体验链接, 项目成员",否
1383,跨境汇款通用代码编写智能体,https://teko.woa.com/event/ai-agent/1383,,CDG-支付基础平台与金融应用线-跨境支付业务部,,yuutingwang,,,,,,,,,,,"体验链接, 项目成员",否
1385,微信支付境外商户海报Agent,https://teko.woa.com/event/ai-agent/1385,,CSIG-信息平台与服务线-用户体验设计部,,samjinli,,,,,,,,,,,"体验链接, 项目成员",否
1387,A/Brain-广告实验大模型,https://teko.woa.com/event/ai-agent/1387,,CDG-广告营销服务线-商业数据部,,hanbinwang,,,,,,,,,,,"体验链接, 项目成员",否
1388,AI辅助测试用例生成,https://teko.woa.com/event/ai-agent/1388,,CDG-支付基础平台与金融应用线-跨境支付业务部,,yulongbai,,,,,,,,,,,"体验链接, 项目成员",否
1390,RCM智能生成Agent,https://teko.woa.com/event/ai-agent/1390,,S2-风险管理和内部控制,,jasonxxxliu,,,,,,,,,,,"体验链接, 项目成员",否
1391,腾讯公益研发助手,https://teko.woa.com/event/ai-agent/1391,,CDG-可持续社会价值事业部-公益平台部,,dingyuan,,,,,,,,,,,"体验链接, 项目成员",否
1392,多模态AI驱动UI自动化测试,https://teko.woa.com/event/ai-agent/1392,,CDG-支付基础平台与金融应用线-平台产品技术部,,willyu,,,,,,,,,,,"体验链接, 项目成员",否
1393,跨境汇款研发智能助手,https://teko.woa.com/event/ai-agent/1393,,CDG-支付基础平台与金融应用线-跨境支付业务部,,luyungyu,,,,,,,,,,,"体验链接, 项目成员",否
1395,云原生中心AISE Agent,https://teko.woa.com/event/ai-agent/1395,,CSIG-云产品一部,,raylhuang,,,,,,,,,,,"体验链接, 项目成员",否
1396,腾讯新闻用户反馈智能诊断助手,https://teko.woa.com/event/ai-agent/1396,,PCG-腾讯新闻-新闻工程研发部,,xiaobaguo,,,,,,,,,,,"体验链接, 项目成员",否
1397,无障碍公益智能体集群,https://teko.woa.com/event/ai-agent/1397,,CDG-可持续社会价值事业部-技术生态部,,auguszhu,,,,,,,,,,,"体验链接, 项目成员",否
1398,FiT 云平台AI助手,https://teko.woa.com/event/ai-agent/1398,,CDG-支付基础平台与金融应用线-平台产品技术部,,franklzhang,,,,,,,,,,,"体验链接, 项目成员",否
1400,POI生产智能体,https://teko.woa.com/event/ai-agent/1400,,CSIG-地图平台部,,ervinyue,,,,,,,,,,,"体验链接, 项目成员",否
1401,企业微信智能服务总结,https://teko.woa.com/event/ai-agent/1401,,WXG-企业微信产品部,,xuekaili,,,,,,,,,,,"体验链接, 项目成员",否
1402,腾讯文档智能表格 AI 应用,https://teko.woa.com/event/ai-agent/1402,,PCG-社交平台与应用线-社交协作产品部,,nyadai,,,,,,,,,,,"体验链接, 项目成员",否
1403,代码异常定位助手,https://teko.woa.com/event/ai-agent/1403,,TEG-网络平台部,,liangzaiwei,,,,,,,,,,,"体验链接, 项目成员",否
1404,FiT_Helper提效助手,https://teko.woa.com/event/ai-agent/1404,http://21.91.243.242:7862/,CDG-支付基础平台与金融应用线-平台产品技术部,,cherryqian,"mingyangan, gatsbyxu, alfredyyang",,,,,,,,,,,否
1405,用户之声,https://teko.woa.com/event/ai-agent/1405,https://tad.woa.com/voc/,CDG-广告营销服务线-广告营销设计中心,,yettazhou,"dovechen, yilanghe, lacqlu, yanlinggao, donringyang, yanqinghu, arryliu, chihyunli, wesliang, charlieyin, danayang, queenzhou, renqiangxie, yijiejiang, tooyangliu, lishuyuan",,,,,,,,,,,否
1408,CDN接入领域SRE智能体,https://teko.woa.com/event/ai-agent/1408,https://chatinsight.woa.com/#/chat/chatView,TEG-云架构平台部,TEG-云架构平台部,yikunhong,"samglin, seazhou, jetzuo, abnerxwang, adelinwang, davidsondai, dengyideng, edenzeng, lesterxia, lucaslluo, tenerozhou",,,,,,,,,,,否
1410,FiT_Helper深度搜索,https://teko.woa.com/event/ai-agent/1410,,CDG-支付基础平台与金融应用线-平台产品技术部,CDG-支付基础平台与金融应用线-平台产品技术部,gatsbyxu,"mingyangan, cherryqian",,,,,,,,,,体验链接,否
1411,dlc udf迁移助手,https://teko.woa.com/event/ai-agent/1411,,CSIG-政企客户成功中心,,chopperxu,,,,,,,,,,,"体验链接, 项目成员",否
1412,工蜂AI CR赋能元梦之星提效,https://teko.woa.com/event/ai-agent/1412,体验链接,"TEG-研发管理部,IEG-天美工作室群-天美T1工作室",,mansizeng,"silviasun, garybhwang, bornesong, carlcyang, jingyiwang, karynchen, kimzliang, longdawang, peiowang, rhainliu, samhong, v_yegliu, yatorozhang, zwingzheng, jarvisli, murrayli, lffliu, wenjunfan",,,,,,,,,,,否
1413,公益项目AI评审,https://teko.woa.com/event/ai-agent/1413,https://hunyuanaide.taiji.woa.com/web/match_tryModel?id=9450,CDG-可持续社会价值事业部-公益平台部,CDG-可持续社会价值事业部-基金会支持组,chaisxiao,seanxzzhang,,,,,,,,,,,否
